
  _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   _Mach,ratio |   __VVI,__fpm |   Gload,norml |   Gload,axial |   Gload,_side |   _elev,yoke1 |   ailrn,yoke1 |   ruddr,yoke1 |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __mag,_comp |   mavar,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,south |   __lon,_west |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm |   thro1,_part |   thro1,_part | 
      7.20339 |       7.52792 |       7.55049 |      10.84968 |       8.28952 |       8.68894 |      12.48559 |       0.01143 |      -1.92189 |       1.07086 |       0.07868 |       0.03474 |      -0.37497 |      -0.00372 |      -0.01581 |      -0.48252 |      -0.01024 |       0.10842 |      17.04032 |       0.26895 |      94.41027 |      98.06208 |    -165.42497 |      -7.33932 |     246.54770 |      -1.77422 |       1.47712 |     134.50452 |       3.65478 |      51.41970 |      -0.65841 |     214.07515 |       2.52175 |       1.00000 |     214.08855 |      50.00000 |      -2.00000 |  -10996.67871 |    -115.43782 |  -46732.98438 |      -5.11802 |      -0.17281 |       2.22031 |      49.23008 |       0.00810 |       0.46089 |       0.46089 | 
      7.65953 |       7.96691 |       7.99078 |      11.26021 |       8.81443 |       9.19563 |      12.95802 |       0.01209 |      -4.73836 |       1.07940 |       0.03920 |       0.03327 |      -0.00735 |      -0.00372 |      -0.01581 |      -0.47220 |       0.01378 |       0.13243 |      14.46164 |       0.45007 |      95.05880 |      98.73098 |    -167.49597 |      -8.79007 |     247.26431 |      -1.46847 |       1.48584 |     134.95566 |       3.65478 |      51.41970 |      -0.65841 |     214.02347 |       2.48842 |       1.00000 |     214.03537 |      50.00000 |      -2.00000 |  -10997.16211 |    -115.45290 |  -46732.77734 |      -5.34089 |      -0.14845 |       2.23805 |      50.95358 |       0.00839 |       0.46186 |       0.46186 | 
      8.05769 |       8.36319 |       8.38825 |      11.63291 |       9.27262 |       9.65303 |      13.38691 |       0.01269 |      -6.46607 |       1.12383 |       0.03862 |       0.03096 |      -0.00019 |      -0.00372 |      -0.01581 |      -0.39780 |       0.04208 |       0.15784 |      12.13518 |       0.78349 |      95.83122 |      99.52136 |    -168.63644 |     -10.19260 |     247.83127 |      -0.69286 |       1.49013 |     135.03430 |       3.65479 |      51.41970 |      -0.65842 |     213.98700 |       2.46829 |       1.00000 |     213.99347 |      50.00000 |      -2.00000 |  -10997.66895 |    -115.46336 |  -46732.56641 |      -5.54169 |      -0.07237 |       2.25799 |      52.75323 |       0.00868 |       0.46279 |       0.46279 | 
      8.12215 |       8.35354 |       8.37856 |      11.96272 |       9.34681 |       9.64188 |      13.76646 |       0.01268 |      -6.36889 |       1.15165 |       0.03793 |       0.03956 |      -0.00004 |      -0.00372 |      -0.01581 |      -0.31845 |       0.06164 |       0.17370 |      10.22336 |       1.23708 |      96.71642 |     100.42108 |    -168.96449 |      -8.34034 |     248.18112 |       0.37686 |       1.49463 |     134.67838 |       3.65479 |      51.41970 |      -0.65843 |     213.98009 |       2.47542 |       1.00000 |     213.97818 |      50.00000 |      -2.00000 |  -10998.19336 |    -115.46483 |  -46732.35547 |      -5.71317 |       0.04048 |       2.28729 |      54.60807 |       0.00899 |       0.46375 |       0.46375 | 
      7.99271 |       8.18104 |       8.20555 |      12.26408 |       9.19784 |       9.44278 |      14.11325 |       0.01242 |      -4.13836 |       1.15911 |       0.03745 |       0.04730 |      -0.00003 |      -0.00372 |      -0.01581 |      -0.24884 |       0.07521 |       0.15868 |       8.72171 |       1.74287 |      97.57191 |     101.28785 |    -168.64014 |      -5.62023 |     248.27081 |       1.56371 |       1.50987 |     134.03210 |       3.65479 |      51.41969 |      -0.65844 |     214.01082 |       2.51829 |       1.00000 |     213.99916 |      50.00000 |      -2.00000 |  -10998.72559 |    -115.45483 |  -46732.14453 |      -5.85870 |       0.17217 |       2.33492 |      56.48796 |       0.00930 |       0.46472 |       0.46472 | 
      7.87770 |       8.06343 |       8.08760 |      12.54083 |       9.06549 |       9.30705 |      14.43174 |       0.01224 |       0.16583 |       1.15163 |       0.03765 |       0.05063 |      -0.00003 |      -0.00372 |      -0.01581 |      -0.18990 |       0.08259 |       0.13064 |       7.56169 |       2.26148 |      98.29496 |     102.01947 |    -167.95273 |      -3.60679 |     248.16138 |       2.70120 |       1.53071 |     133.16225 |       3.65479 |      51.41969 |      -0.65844 |     214.08107 |       2.60012 |       1.00000 |     214.05968 |      50.00000 |      -2.00000 |  -10999.26562 |    -115.43276 |  -46731.92969 |      -5.98191 |       0.30404 |       2.39728 |      58.39878 |       0.00961 |       0.46565 |       0.46565 | 
      7.77776 |       7.98245 |       8.00638 |      12.79668 |       8.95049 |       9.21358 |      14.72616 |       0.01212 |       6.23396 |       1.13754 |       0.03795 |       0.05170 |      -0.00003 |      -0.00372 |      -0.01581 |      -0.14051 |       0.08465 |       0.09970 |       6.69051 |       2.76675 |      98.85490 |     102.58578 |    -167.09933 |      -2.15289 |     247.90388 |       3.70970 |       1.55382 |     132.14917 |       3.65480 |      51.41969 |      -0.65845 |     214.18837 |       2.71966 |       1.00000 |     214.15790 |      50.00000 |      -2.00000 |  -10999.81152 |    -115.39938 |  -46731.70703 |      -6.08689 |       0.42594 |       2.47115 |      60.33406 |       0.00993 |       0.46649 |       0.46649 | 
      7.69349 |       7.92653 |       7.95032 |      13.03969 |       8.85352 |       9.14906 |      15.00581 |       0.01203 |      13.78679 |       1.12080 |       0.03819 |       0.05157 |      -0.00003 |      -0.00372 |      -0.01581 |      -0.09852 |       0.08284 |       0.07015 |       6.05431 |       3.24959 |      99.26222 |     102.99772 |    -166.17722 |      -1.14370 |     247.53323 |       4.57458 |       1.57782 |     131.05014 |       3.65480 |      51.41969 |      -0.65846 |     214.33057 |       2.87592 |       1.00000 |     214.29207 |      50.00000 |      -2.00000 |  -11000.37012 |    -115.35532 |  -46731.48047 |      -6.17931 |       0.53502 |       2.55536 |      62.31807 |       0.01026 |       0.46723 |       0.46723 | 
      7.62541 |       7.88998 |       7.91368 |      13.27502 |       8.77516 |       9.10690 |      15.27662 |       0.01198 |      22.51152 |       1.10352 |       0.03833 |       0.05076 |      -0.00003 |      -0.00372 |      -0.01581 |      -0.06261 |       0.07846 |       0.04412 |       5.62052 |       3.70205 |      99.53337 |     103.27200 |    -165.24303 |      -0.51593 |     247.07686 |       5.29199 |       1.60187 |     129.91624 |       3.65480 |      51.41969 |      -0.65847 |     214.50471 |       2.91484 |       0.00000 |     214.45869 |      50.00000 |      -2.00000 |  -11000.94141 |    -115.30148 |  -46731.23828 |      -6.26313 |       0.62987 |       2.64863 |      64.35925 |       0.01059 |       0.46785 |       0.46785 | 
      7.57394 |       7.86797 |       7.89162 |      13.53958 |       8.71594 |       9.08152 |      15.58107 |       0.01194 |      34.08623 |       1.08343 |       0.03850 |       0.02261 |      -0.00003 |      -0.25929 |      -0.01581 |      -0.02710 |       0.01855 |       0.01807 |       5.33094 |       4.10376 |      99.70815 |     103.44887 |    -164.15582 |      -0.04751 |     246.53833 |       5.97658 |       1.61482 |     128.53844 |       3.65481 |      51.41969 |      -0.65848 |     214.75111 |       3.14462 |       0.00000 |     214.69926 |      50.00000 |      -2.00000 |  -11001.64648 |    -115.22536 |  -46730.93750 |      -6.35478 |       0.72525 |       2.75809 |      66.88947 |       0.01101 |       0.46842 |       0.46842 | 
      7.53944 |       7.86639 |       7.89007 |      13.72333 |       8.67623 |       9.07973 |      15.79252 |       0.01194 |      43.99669 |       1.06821 |       0.03893 |       0.00971 |      -0.00003 |      -0.37137 |      -0.01581 |      -0.00697 |      -0.16403 |      -0.00096 |       5.24486 |       3.73192 |      99.74388 |     103.48522 |    -163.34119 |       0.23339 |     246.24802 |       6.41723 |       1.59399 |     127.39821 |       3.65481 |      51.41968 |      -0.65849 |     214.97633 |       3.63421 |       0.00000 |     214.91817 |      50.00000 |      -2.00000 |  -11002.23047 |    -115.15585 |  -46730.68359 |      -6.42141 |       0.78907 |       2.82575 |      68.99539 |       0.01136 |       0.46876 |       0.46876 | 
      7.52213 |       7.88304 |       7.90680 |      13.91216 |       8.65631 |       9.09898 |      16.00983 |       0.01196 |      56.16489 |       1.05295 |       0.03953 |       0.00869 |      -0.00003 |      -0.37906 |      -0.01581 |       0.01045 |      -0.39195 |      -0.02008 |       5.26414 |       1.90055 |      99.67207 |     103.41327 |    -162.45985 |       0.28055 |     246.06482 |       6.83339 |       1.56356 |     126.02863 |       3.65481 |      51.41968 |      -0.65850 |     215.27213 |       3.84964 |       0.00000 |     215.21124 |      50.00000 |      -2.00000 |  -11002.94824 |    -115.06461 |  -46730.36328 |      -6.49510 |       0.85156 |       2.88301 |      71.58323 |       0.01178 |       0.46901 |       0.46901 | 
      7.52213 |       7.91132 |       7.93520 |      14.02499 |       8.65631 |       9.13166 |      16.13967 |       0.01201 |      65.95509 |       1.04246 |       0.03992 |       0.00935 |      -0.00003 |      -0.37496 |      -0.01581 |       0.02197 |      -0.52499 |      -0.03163 |       5.35157 |      -0.51446 |      99.53641 |     103.27697 |    -161.81941 |       0.33997 |     246.15160 |       7.10428 |       1.53952 |     124.90042 |       3.65482 |      51.41968 |      -0.65850 |     215.52710 |       4.16809 |       0.00000 |     215.46078 |      50.00000 |      -2.00000 |  -11003.53516 |    -114.98600 |  -46730.10547 |      -6.54838 |       0.89233 |       2.89479 |      73.70540 |       0.01213 |       0.46911 |       0.46911 | 
      7.52213 |       7.95409 |       7.97813 |      14.11125 |       8.65631 |       9.18107 |      16.23893 |       0.01207 |      75.71745 |       1.03250 |       0.04009 |       0.04372 |      -0.00003 |      -0.04929 |      -0.01581 |       0.03369 |      -0.54269 |      -0.04057 |       5.49165 |      -3.43890 |      99.33819 |     103.07771 |    -161.21144 |       0.46365 |     246.41890 |       7.32140 |       1.53788 |     123.75726 |       3.65482 |      51.41967 |      -0.65851 |     215.79832 |       4.32623 |       0.00000 |     215.72971 |      50.00000 |      -2.00000 |  -11004.13867 |    -114.90242 |  -46729.83984 |      -6.59901 |       0.92511 |       2.88044 |      75.88618 |       0.01249 |       0.46915 |       0.46915 | 
      7.92719 |       8.38401 |       8.40938 |      14.17133 |       9.12245 |       9.67735 |      16.30808 |       0.01273 |      87.14464 |       1.03194 |       0.04201 |       0.03634 |      -0.00003 |      -0.00277 |      -0.01581 |       0.05141 |      -0.37347 |      -0.02599 |       5.74531 |      -6.41445 |      99.07632 |     102.81401 |    -161.59712 |      -3.97618 |     247.05167 |       7.54411 |       1.55959 |     122.37535 |       3.65482 |      51.41967 |      -0.65852 |     216.14082 |       4.53383 |       0.00000 |     216.07172 |      50.00000 |      -2.00000 |  -11004.88184 |    -114.79697 |  -46729.51953 |      -6.65527 |       0.95715 |       2.81792 |      78.55936 |       0.01293 |       0.46905 |       0.46905 | 
      8.20202 |       8.70903 |       8.73542 |      14.18198 |       9.43872 |      10.05255 |      16.32033 |       0.01322 |      95.92814 |       1.03179 |       0.04346 |       0.03170 |      -0.00003 |      -0.00207 |      -0.01581 |       0.06436 |      -0.24166 |       0.00671 |       6.03836 |      -7.97812 |      98.98978 |     102.72540 |    -161.84770 |      -6.42205 |     247.85645 |       7.72193 |       1.56662 |     121.28237 |       3.65483 |      51.41967 |      -0.65853 |     216.42459 |       4.94937 |       0.00000 |     216.35260 |      50.00000 |      -2.00000 |  -11005.48242 |    -114.70969 |  -46729.26953 |      -6.69644 |       0.98031 |       2.72507 |      80.71379 |       0.01328 |       0.46890 |       0.46890 | 
      8.46793 |       9.01202 |       9.03937 |      14.17867 |       9.74472 |      10.40232 |      16.31653 |       0.01368 |     104.39422 |       1.02872 |       0.04479 |       0.03004 |      -0.00003 |      -0.00203 |      -0.01581 |       0.07529 |      -0.14659 |       0.04115 |       6.41909 |      -8.95051 |      99.06489 |     102.79786 |    -161.93033 |      -7.93195 |     248.83554 |       7.87481 |       1.56980 |     120.26957 |       3.65483 |      51.41967 |      -0.65854 |     216.71718 |       5.12880 |       0.00000 |     216.64377 |      50.00000 |      -2.00000 |  -11006.09277 |    -114.61978 |  -46729.02734 |      -6.73799 |       0.99936 |       2.60869 |      82.88561 |       0.01364 |       0.46866 |       0.46866 | 
      8.71079 |       9.28565 |       9.31387 |      14.17402 |      10.02420 |      10.71821 |      16.31117 |       0.01409 |     112.29073 |       1.02286 |       0.04597 |       0.02979 |      -0.00003 |      -0.00202 |      -0.01581 |       0.08431 |      -0.08540 |       0.07046 |       6.87050 |      -9.49838 |      99.28830 |     103.01817 |    -161.87025 |      -8.83314 |     249.89941 |       7.97878 |       1.57193 |     119.40461 |       3.65483 |      51.41967 |      -0.65855 |     217.00987 |       5.55257 |       0.00000 |     216.93590 |      50.00000 |      -2.00000 |  -11006.69531 |    -114.52995 |  -46728.80078 |      -6.78132 |       1.01214 |       2.48169 |      85.02096 |       0.01399 |       0.46832 |       0.46832 | 
      8.93248 |       9.54161 |       9.57066 |      14.17578 |      10.27931 |      11.01371 |      16.31320 |       0.01448 |     119.76543 |       1.01513 |       0.04705 |       0.03015 |      -0.00003 |      -0.00202 |      -0.01581 |       0.09215 |      -0.04630 |       0.09405 |       7.39393 |      -9.78236 |      99.63910 |     103.36542 |    -161.71631 |      -9.36947 |     251.03473 |       8.02210 |       1.57439 |     118.68822 |       3.65483 |      51.41966 |      -0.65856 |     217.30879 |       5.80819 |       0.00000 |     217.23360 |      50.00000 |      -2.00000 |  -11007.31055 |    -114.43830 |  -46728.58594 |      -6.82929 |       1.01773 |       2.34688 |      87.17949 |       0.01435 |       0.46788 |       0.46788 | 
      9.13453 |       9.78225 |       9.81207 |      14.18904 |      10.51183 |      11.29153 |      16.32845 |       0.01485 |     126.64828 |       1.00653 |       0.04805 |       0.03072 |      -0.00003 |      -0.00202 |      -0.01581 |       0.09900 |      -0.02187 |       0.11181 |       7.97439 |      -9.89073 |     100.08775 |     103.81015 |    -161.51227 |      -9.65704 |     252.20456 |       7.99462 |       1.57771 |     118.14346 |       3.65484 |      51.41966 |      -0.65857 |     217.60873 |       6.00581 |       0.00000 |     217.53387 |      50.00000 |      -2.00000 |  -11007.92969 |    -114.34644 |  -46728.37891 |      -6.88267 |       1.01521 |       2.20918 |      89.34138 |       0.01470 |       0.46734 |       0.46734 | 
      9.38793 |      10.06472 |      10.09546 |      14.22577 |      10.80343 |      11.61765 |      16.37073 |       0.01528 |     134.15916 |       0.99566 |       0.04919 |       0.03146 |      -0.00003 |      -0.00202 |      -0.01581 |       0.10636 |      -0.00389 |       0.12678 |       8.75089 |      -9.87103 |     100.73544 |     104.45265 |    -161.23920 |      -9.78177 |     253.66409 |       7.85902 |       1.58320 |     117.71594 |       3.65484 |      51.41966 |      -0.65858 |     217.97498 |       6.49944 |       0.00000 |     217.90268 |      50.00000 |      -2.00000 |  -11008.69824 |    -114.23441 |  -46728.14453 |      -6.95696 |       1.00069 |       2.03909 |      92.00433 |       0.01514 |       0.46656 |       0.46656 | 
      9.58038 |      10.28633 |      10.31779 |      14.27394 |      11.02490 |      11.87350 |      16.42616 |       0.01561 |     139.32806 |       0.98721 |       0.05007 |       0.03199 |      -0.00003 |      -0.00202 |      -0.01581 |       0.11155 |       0.00485 |       0.13436 |       9.41363 |      -9.77592 |     101.30640 |     105.01923 |    -161.02609 |      -9.75520 |     254.83861 |       7.66990 |       1.58868 |     117.56338 |       3.65485 |      51.41966 |      -0.65859 |     218.26366 |       6.67470 |       0.00000 |     218.19020 |      50.00000 |      -2.00000 |  -11009.32031 |    -114.14620 |  -46727.96875 |      -7.02415 |       0.98006 |       1.90334 |      94.14597 |       0.01549 |       0.46585 |       0.46585 | 
      9.79570 |      10.55518 |      10.58751 |      14.34501 |      11.27269 |      12.18389 |      16.50794 |       0.01602 |     144.74290 |       1.07936 |       0.10544 |       0.03160 |      -0.48775 |      -0.00202 |      -0.01581 |       0.09059 |       0.00937 |       0.13980 |      10.25321 |      -9.59313 |     102.06482 |     105.77217 |    -160.40279 |      -9.61658 |     256.31161 |       7.63353 |       1.59494 |     117.44148 |       3.65485 |      51.41965 |      -0.65860 |     218.61775 |       7.24959 |       0.00000 |     218.54721 |      50.00000 |      -2.00000 |  -11010.10938 |    -114.03815 |  -46727.76562 |      -7.10656 |       0.98029 |       1.73087 |      96.83954 |       0.01594 |       0.46489 |       0.46489 | 
      9.86202 |      10.71039 |      10.74324 |      14.34287 |      11.34901 |      12.36310 |      16.50548 |       0.01626 |     149.83308 |       1.12412 |       0.16433 |       0.03236 |      -0.96455 |      -0.00202 |      -0.01581 |      -0.09767 |      -0.00877 |       0.14543 |      10.39225 |      -9.45317 |     102.79862 |     106.50545 |    -159.14267 |      -9.51182 |     257.44971 |       8.53302 |       1.59508 |     116.67054 |       3.65485 |      51.41965 |      -0.65861 |     218.92461 |       7.43788 |       0.00000 |     218.84479 |      50.00000 |      -2.00000 |  -11010.74902 |    -113.94463 |  -46727.61719 |      -7.12258 |       1.09483 |       1.58560 |      99.01714 |       0.01630 |       0.46433 |       0.46433 | 
     10.19995 |      11.05457 |      11.08855 |      14.29660 |      11.73789 |      12.76047 |      16.45223 |       0.01678 |     158.04237 |       1.11323 |       0.16219 |       0.03398 |      -0.92980 |      -0.00202 |      -0.01581 |      -0.40961 |      -0.03275 |       0.15089 |       8.92206 |      -9.39097 |     104.01096 |     107.72865 |    -159.62172 |      -9.27093 |     258.70316 |       9.56587 |       1.59782 |     115.45048 |       3.65486 |      51.41965 |      -0.65862 |     219.34560 |       8.01063 |       0.00000 |     219.25809 |      50.00000 |      -2.00000 |  -11011.53320 |    -113.81646 |  -46727.45312 |      -7.11202 |       1.22223 |       1.42072 |     101.68283 |       0.01673 |       0.46380 |       0.46380 | 
     10.65016 |      11.38724 |      11.42230 |      14.23748 |      12.25599 |      13.14455 |      16.38420 |       0.01728 |     165.80373 |       1.09552 |       0.11909 |       0.03497 |      -0.55277 |      -0.00202 |      -0.01581 |      -0.59485 |      -0.02952 |       0.15210 |       6.45485 |      -9.39738 |     105.21286 |     108.94782 |    -161.63142 |      -8.97517 |     259.64160 |      10.24907 |       1.60249 |     114.46165 |       3.65486 |      51.41965 |      -0.65863 |     219.71553 |       8.27857 |       0.00000 |     219.62033 |      50.00000 |      -2.00000 |  -11012.16504 |    -113.70391 |  -46727.33203 |      -7.09005 |       1.30321 |       1.29595 |     103.82240 |       0.01709 |       0.46332 |       0.46332 | 
     11.05855 |      11.65106 |      11.68701 |      14.16683 |      12.72595 |      13.44917 |      16.30290 |       0.01769 |     174.19388 |       1.12176 |       0.07800 |       0.03488 |      -0.19594 |      -0.00202 |      -0.01581 |      -0.64489 |      -0.00031 |       0.15188 |       3.39057 |      -9.36598 |     106.51373 |     110.26939 |    -164.25218 |      -8.78241 |     260.56378 |      10.90654 |       1.60776 |     113.54857 |       3.65486 |      51.41965 |      -0.65864 |     220.10939 |       8.68608 |       0.00000 |     220.00641 |      50.00000 |      -2.00000 |  -11012.79785 |    -113.58414 |  -46727.22266 |      -7.05957 |       1.37895 |       1.17329 |     105.96570 |       0.01744 |       0.46277 |       0.46277 | 
     11.41817 |      11.87523 |      11.91195 |      14.02840 |      13.13980 |      13.70803 |      16.14359 |       0.01803 |     186.26724 |       1.19027 |       0.05293 |       0.03408 |      -0.00558 |      -0.00202 |      -0.01581 |      -0.57086 |       0.05070 |       0.15251 |      -0.40935 |      -9.15093 |     108.14120 |     111.92162 |    -166.75604 |      -8.60438 |     261.67426 |      12.29756 |       1.61105 |     112.07576 |       3.65487 |      51.41965 |      -0.65865 |     220.65440 |       9.27995 |       0.00000 |     220.54118 |      50.00000 |      -2.00000 |  -11013.59766 |    -113.41848 |  -46727.09766 |      -6.97692 |       1.53710 |       1.02102 |     108.67735 |       0.01789 |       0.46208 |       0.46208 | 
     11.54309 |      11.94858 |      11.98562 |      13.85989 |      13.28355 |      13.79280 |      15.94967 |       0.01814 |     197.86288 |       1.23199 |       0.05063 |       0.03343 |      -0.00016 |      -0.00202 |      -0.01581 |      -0.47749 |       0.08107 |       0.15489 |      -2.95698 |      -8.83431 |     109.35228 |     113.14881 |    -167.64633 |      -8.52982 |     262.42026 |      13.93123 |       1.61066 |     110.46590 |       3.65487 |      51.41965 |      -0.65866 |     221.13916 |       9.67523 |       0.00000 |     221.01291 |      50.00000 |      -2.00000 |  -11014.22363 |    -113.27117 |  -46727.00781 |      -6.85994 |       1.71663 |       0.91284 |     110.80630 |       0.01824 |       0.46171 |       0.46171 | 
     11.53179 |      11.92932 |      11.96639 |      13.63920 |      13.27055 |      13.77068 |      15.69572 |       0.01811 |     211.77289 |       1.24055 |       0.05115 |       0.03321 |      -0.00004 |      -0.00202 |      -0.01581 |      -0.38952 |       0.09674 |       0.15759 |      -5.04817 |      -8.44340 |     110.49664 |     114.30605 |    -167.79437 |      -8.53592 |     262.98279 |      15.83677 |       1.60907 |     108.53983 |       3.65488 |      51.41965 |      -0.65867 |     221.68311 |      10.28577 |       0.00000 |     221.54216 |      50.00000 |      -2.00000 |  -11014.83887 |    -113.10586 |  -46726.92969 |      -6.69972 |       1.91482 |       0.82467 |     112.91344 |       0.01858 |       0.46149 |       0.46149 | 
     11.41817 |      11.83179 |      11.86866 |      13.37750 |      13.13980 |      13.65821 |      15.39455 |       0.01796 |     227.76707 |       1.22764 |       0.05231 |       0.03328 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.31418 |       0.10110 |       0.15917 |      -6.71905 |      -8.03699 |     111.57481 |     115.39423 |    -167.42419 |      -8.62906 |     263.33380 |      17.81408 |       1.60753 |     106.48428 |       3.65488 |      51.41965 |      -0.65868 |     222.28276 |      10.65844 |       0.00000 |     222.12706 |      50.00000 |      -2.00000 |  -11015.43555 |    -112.92358 |  -46726.85938 |      -6.50772 |       2.10540 |       0.76059 |     114.97419 |       0.01892 |       0.46134 |       0.46134 | 
     11.23400 |      11.66785 |      11.70432 |      13.08089 |      12.92785 |      13.46909 |      15.05322 |       0.01771 |     245.62625 |       1.20326 |       0.05322 |       0.03347 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.24986 |       0.09874 |       0.15930 |      -8.05179 |      -7.64588 |     112.60774 |     116.43488 |    -166.71683 |      -8.79877 |     263.47644 |      19.77633 |       1.60671 |     104.42464 |       3.65488 |      51.41965 |      -0.65868 |     222.94177 |      11.29356 |       0.00000 |     222.77045 |      50.00000 |      -2.00000 |  -11016.01953 |    -112.72323 |  -46726.79297 |      -6.29150 |       2.27688 |       0.71945 |     117.00914 |       0.01926 |       0.46117 |       0.46117 | 
     10.97571 |      11.45204 |      11.48795 |      12.76165 |      12.63062 |      13.22009 |      14.68585 |       0.01738 |     264.53607 |       1.17375 |       0.05356 |       0.03369 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.19541 |       0.09302 |       0.15829 |      -9.08016 |      -7.29335 |     113.58585 |     117.41867 |    -165.79921 |      -9.02817 |     263.41840 |      21.63247 |       1.60694 |     102.50140 |       3.65489 |      51.41965 |      -0.65869 |     223.64354 |      11.93424 |       0.00000 |     223.46376 |      50.00000 |      -2.00000 |  -11016.57910 |    -112.50982 |  -46726.72656 |      -6.06254 |       2.42026 |       0.69949 |     118.98490 |       0.01958 |       0.46096 |       0.46096 | 
     10.60108 |      11.12950 |      11.16455 |      12.34460 |      12.19950 |      12.84794 |      14.20591 |       0.01690 |     288.54697 |       1.13554 |       0.05318 |       0.03392 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.13849 |       0.08419 |       0.15607 |     -10.00308 |      -6.91698 |     114.73064 |     118.56824 |    -164.47983 |      -9.37481 |     263.09424 |      23.74179 |       1.60885 |     100.40811 |       3.65489 |      51.41964 |      -0.65870 |     224.55939 |      12.56406 |       0.00000 |     224.37303 |      50.00000 |      -2.00000 |  -11017.23926 |    -112.23123 |  -46726.65234 |      -5.77098 |       2.55685 |       0.69895 |     121.34939 |       0.01997 |       0.46059 |       0.46059 | 
     10.12296 |      10.73289 |      10.76684 |      11.91420 |      11.64930 |      12.39026 |      13.71062 |       0.01629 |     312.20294 |       1.09818 |       0.05191 |       0.03338 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.09059 |       0.07497 |       0.15393 |     -10.59888 |      -6.60594 |     115.80719 |     119.64747 |    -162.95912 |      -9.98302 |     262.52490 |      25.61592 |       1.61231 |      98.70041 |       3.65489 |      51.41964 |      -0.65871 |     225.50832 |      13.52396 |       0.00000 |     225.31577 |      50.00000 |      -2.00000 |  -11017.86133 |    -111.94249 |  -46726.57031 |      -5.47980 |       2.64987 |       0.71901 |     123.61397 |       0.02034 |       0.46010 |       0.46010 | 
      9.71551 |      10.35463 |      10.38750 |      11.56665 |      11.18041 |      11.95373 |      13.31066 |       0.01572 |     330.31076 |       1.06443 |       0.04991 |       0.03904 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.05718 |       0.06911 |       0.14541 |     -10.87695 |      -6.39587 |     116.61671 |     120.45795 |    -161.53383 |      -8.95870 |     261.89539 |      26.90226 |       1.61914 |      97.65055 |       3.65490 |      51.41964 |      -0.65872 |     226.28088 |      14.12720 |       0.00000 |     226.08549 |      50.00000 |      -2.00000 |  -11018.33301 |    -111.70734 |  -46726.50781 |      -5.25345 |       2.69238 |       0.74811 |     125.35490 |       0.02063 |       0.45961 |       0.45961 | 
      9.20561 |       9.87879 |       9.91029 |      11.12873 |      10.59363 |      11.40456 |      12.80672 |       0.01500 |     351.64752 |       1.03132 |       0.04721 |       0.04285 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.01995 |       0.06447 |       0.12159 |     -11.02020 |      -6.14145 |     117.50470 |     121.34592 |    -159.79829 |      -7.82974 |     260.87906 |      28.26487 |       1.63632 |      96.72032 |       3.65490 |      51.41964 |      -0.65873 |     227.26703 |      14.94171 |       0.00000 |     227.06921 |      50.00000 |      -2.00000 |  -11018.89941 |    -111.40711 |  -46726.42188 |      -4.97874 |       2.71112 |       0.79933 |     127.47903 |       0.02098 |       0.45889 |       0.45889 | 
      8.78531 |       9.49613 |       9.52653 |      10.77773 |      10.10995 |      10.96293 |      12.40279 |       0.01442 |     367.36258 |       1.01008 |       0.04493 |       0.04458 |      -0.00003 |      -0.00202 |      -0.01581 |       0.00660 |       0.06134 |       0.09803 |     -10.99028 |      -5.92721 |     118.07958 |     121.92010 |    -158.41646 |      -6.96611 |     259.90131 |      29.19001 |       1.65454 |      96.24525 |       3.65490 |      51.41964 |      -0.65873 |     228.06789 |      15.81331 |       0.00000 |     227.86888 |      50.00000 |      -2.00000 |  -11019.33691 |    -111.16322 |  -46726.34766 |      -4.76543 |       2.70411 |       0.84874 |     129.14211 |       0.02125 |       0.45821 |       0.45821 | 
      8.28111 |       9.03524 |       9.06429 |      10.35812 |       9.52974 |      10.43100 |      11.91991 |       0.01372 |     384.37061 |       0.98912 |       0.04210 |       0.04588 |      -0.00003 |      -0.00202 |      -0.01581 |       0.03505 |       0.05738 |       0.06801 |     -10.80115 |      -5.65016 |     118.59257 |     122.43150 |    -156.74165 |      -5.91849 |     258.54633 |      30.12985 |       1.68003 |      95.95158 |       3.65490 |      51.41964 |      -0.65874 |     229.04056 |      16.71274 |       0.00000 |     228.84726 |      50.00000 |      -2.00000 |  -11019.84766 |    -110.86691 |  -46726.25000 |      -4.51694 |       2.67479 |       0.91518 |     131.10471 |       0.02158 |       0.45728 |       0.45728 | 
