
  _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   _Mach,ratio |   __VVI,__fpm |   Gload,norml |   Gload,axial |   Gload,_side |   _elev,yoke1 |   ailrn,yoke1 |   ruddr,yoke1 |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __mag,_comp |   mavar,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,south |   __lon,_west |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm |   thro1,_part |   thro1,_part | 
      1.53185 |       2.77555 |       2.78602 |       6.74923 |       1.76282 |       3.20609 |       7.76688 |       0.00422 |     258.80545 |       0.93880 |       0.01173 |       0.04455 |      -0.00029 |      -0.00202 |      -0.01581 |      -0.06316 |       0.05271 |      -0.14079 |       6.16662 |      -0.88023 |     177.33301 |     181.12090 |    -127.92429 |      24.16495 |     205.54219 |      17.56686 |       2.49533 |     186.49496 |       3.65496 |      51.41941 |      -0.65899 |     266.80045 |      50.53629 |       0.00000 |     266.71970 |      50.00000 |      -2.00000 |  -11037.38965 |     -99.20496 |  -46701.30078 |      -1.42727 |       1.04795 |       2.98667 |     250.14897 |       0.04117 |       0.44940 |       0.44940 | 
      1.97763 |       2.96315 |       2.97434 |       6.61144 |       2.27582 |       3.42281 |       7.60831 |       0.00450 |     253.13925 |       0.94822 |       0.01315 |       0.04417 |      -0.00004 |      -0.00202 |      -0.01581 |      -0.02892 |       0.05340 |      -0.12862 |       5.91055 |      -0.66486 |     176.59395 |     180.38089 |    -136.25510 |      20.87936 |     206.67967 |      16.94403 |       2.50000 |     185.96524 |       3.65496 |      51.41941 |      -0.65899 |     267.11456 |      50.86584 |       0.00000 |     267.03775 |      50.00000 |      -2.00000 |  -11037.52832 |     -99.10739 |  -46701.01953 |      -1.46086 |       0.99124 |       2.90717 |     251.22943 |       0.04135 |       0.44870 |       0.44870 | 
      2.39504 |       3.16761 |       3.17959 |       6.49269 |       2.75617 |       3.65900 |       7.47165 |       0.00481 |     247.14842 |       0.95715 |       0.01447 |       0.04394 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.00018 |       0.05168 |      -0.11692 |       5.83135 |      -0.44769 |     175.92804 |     179.71436 |    -142.15741 |      17.98796 |     207.87007 |      16.41952 |       2.50346 |     185.44070 |       3.65496 |      51.41941 |      -0.65900 |     267.40842 |      51.22097 |       0.00000 |     267.33566 |      50.00000 |      -2.00000 |  -11037.66895 |     -99.01608 |  -46700.74609 |      -1.49772 |       0.94415 |       2.83229 |     252.27422 |       0.04152 |       0.44803 |       0.44803 | 
      2.70198 |       3.37663 |       3.38941 |       6.38786 |       3.10938 |       3.90047 |       7.35102 |       0.00513 |     241.01535 |       0.96489 |       0.01571 |       0.04378 |      -0.00003 |      -0.00202 |      -0.01581 |       0.02359 |       0.04867 |      -0.10592 |       5.89542 |      -0.24016 |     175.32999 |     179.11591 |    -146.40117 |      15.48435 |     209.13324 |      15.98952 |       2.50600 |     184.92647 |       3.65496 |      51.41941 |      -0.65900 |     267.68582 |      51.51894 |       0.00000 |     267.61673 |      50.00000 |      -2.00000 |  -11037.81055 |     -98.92986 |  -46700.48828 |      -1.53796 |       0.90522 |       2.75941 |     253.28897 |       0.04169 |       0.44739 |       0.44739 | 
      3.02091 |       3.58956 |       3.60316 |       6.29108 |       3.47641 |       4.14645 |       7.23965 |       0.00545 |     234.75616 |       0.97135 |       0.01690 |       0.04366 |      -0.00003 |      -0.00202 |      -0.01581 |       0.04357 |       0.04510 |      -0.09547 |       6.07965 |      -0.04413 |     174.78461 |     178.57028 |    -149.55928 |      13.26351 |     210.51262 |      15.63525 |       2.50786 |     184.41678 |       3.65496 |      51.41941 |      -0.65900 |     267.95486 |      51.74747 |       0.00000 |     267.88828 |      50.00000 |      -2.00000 |  -11037.95801 |     -98.84623 |  -46700.23047 |      -1.58241 |       0.87225 |       2.68505 |     254.29683 |       0.04185 |       0.44678 |       0.44678 | 
      3.26962 |       3.80264 |       3.81706 |       6.20074 |       3.76261 |       4.39260 |       7.13568 |       0.00578 |     228.55447 |       0.97645 |       0.01805 |       0.04354 |      -0.00003 |      -0.00202 |      -0.01581 |       0.06015 |       0.04148 |      -0.08568 |       6.36256 |       0.13544 |     174.29633 |     178.08189 |    -151.91107 |      11.29649 |     212.00772 |      15.34767 |       2.50916 |     183.92223 |       3.65496 |      51.41940 |      -0.65900 |     268.21381 |      51.94937 |       0.00000 |     268.14893 |      50.00000 |      -2.00000 |  -11038.10938 |     -98.76575 |  -46699.98047 |      -1.63047 |       0.84430 |       2.60852 |     255.28618 |       0.04201 |       0.44620 |       0.44620 | 
      3.53774 |       4.01787 |       4.03313 |       6.11410 |       4.07116 |       4.64124 |       7.03598 |       0.00610 |     222.45064 |       0.98036 |       0.01917 |       0.04341 |      -0.00003 |      -0.00202 |      -0.01581 |       0.07400 |       0.03804 |      -0.07645 |       6.72849 |       0.29942 |     173.85963 |     177.64519 |    -153.69763 |       9.52181 |     213.64128 |      15.10925 |       2.50998 |     183.44339 |       3.65496 |      51.41940 |      -0.65900 |     268.46530 |      52.17898 |       0.00000 |     268.40280 |      50.00000 |      -2.00000 |  -11038.26562 |     -98.68759 |  -46699.74219 |      -1.68227 |       0.81987 |       2.52806 |     256.26294 |       0.04218 |       0.44566 |       0.44566 | 
      3.78693 |       4.23390 |       4.24999 |       6.03087 |       4.35792 |       4.89080 |       6.94021 |       0.00643 |     216.57477 |       0.98319 |       0.02025 |       0.04326 |      -0.00003 |      -0.00202 |      -0.01581 |       0.08542 |       0.03494 |      -0.06783 |       7.15712 |       0.44681 |     173.47740 |     177.26300 |    -155.05634 |       7.92424 |     215.40205 |      14.90680 |       2.51039 |     182.98953 |       3.65497 |      51.41940 |      -0.65901 |     268.70673 |      52.43474 |       0.00000 |     268.64615 |      50.00000 |      -2.00000 |  -11038.42383 |     -98.61259 |  -46699.51172 |      -1.73685 |       0.79812 |       2.44380 |     257.21365 |       0.04233 |       0.44516 |       0.44516 | 
      3.57441 |       3.95208 |       3.96712 |       5.95001 |       4.11335 |       4.56528 |       6.84715 |       0.00600 |     210.95197 |       0.99822 |       0.01922 |       0.04202 |      -0.00003 |      -0.00202 |      -0.01581 |       0.09467 |       0.03188 |      -0.05870 |       7.63438 |       0.57955 |     173.14694 |     176.93265 |    -153.93030 |       6.69708 |     217.30487 |      14.78276 |       2.50982 |     182.56187 |       3.65497 |      51.41940 |      -0.65901 |     268.93896 |      52.67719 |       0.00000 |     268.88123 |      50.00000 |      -2.00000 |  -11038.58594 |     -98.54048 |  -46699.28906 |      -1.79370 |       0.78102 |       2.35416 |     258.13852 |       0.04248 |       0.44470 |       0.44470 | 
      2.74981 |       3.18839 |       3.20054 |       5.86701 |       3.16442 |       3.68311 |       6.75164 |       0.00484 |     205.55573 |       1.01137 |       0.01610 |       0.04023 |      -0.00003 |      -0.00202 |      -0.01581 |       0.10184 |       0.02781 |      -0.04606 |       8.16661 |       0.70146 |     172.86859 |     176.65446 |    -149.00752 |       5.66598 |     219.50148 |      14.96911 |       2.50612 |     182.14632 |       3.65497 |      51.41940 |      -0.65901 |     269.17435 |      52.87294 |       0.00000 |     269.11469 |      50.00000 |      -2.00000 |  -11038.75684 |     -98.46745 |  -46699.07422 |      -1.85475 |       0.77961 |       2.24988 |     259.07260 |       0.04264 |       0.44428 |       0.44428 | 
      2.16639 |       2.65161 |       2.66172 |       5.77943 |       2.49304 |       3.06305 |       6.65085 |       0.00403 |     200.66805 |       1.00841 |       0.01387 |       0.03772 |      -0.00003 |      -0.00202 |      -0.01581 |       0.10790 |       0.02294 |      -0.02715 |       8.73347 |       0.80933 |     172.67680 |     176.46294 |    -143.63188 |       2.12527 |     221.93843 |      15.20685 |       2.49930 |     181.75514 |       3.65497 |      51.41940 |      -0.65901 |     269.41034 |      53.01317 |       0.00000 |     269.35144 |      50.00000 |      -2.00000 |  -11038.93457 |     -98.39433 |  -46698.87109 |      -1.91750 |       0.77988 |       2.13421 |     259.99356 |       0.04279 |       0.44392 |       0.44392 | 
      1.76884 |       2.31091 |       2.31973 |       5.68833 |       2.03554 |       2.66950 |       6.54601 |       0.00351 |     196.29071 |       0.99966 |       0.01237 |       0.03544 |      -0.00003 |      -0.00202 |      -0.01581 |       0.11322 |       0.01775 |      -0.00242 |       9.31441 |       0.90464 |     172.60805 |     176.39456 |    -138.83771 |      -3.55454 |     224.53409 |      15.30969 |       2.48998 |     181.40155 |       3.65497 |      51.41939 |      -0.65902 |     269.63974 |      53.12973 |       0.00000 |     269.58206 |      50.00000 |      -2.00000 |  -11039.11230 |     -98.32332 |  -46698.67969 |      -1.97950 |       0.77266 |       2.01196 |     260.87781 |       0.04293 |       0.44360 |       0.44360 | 
      1.44424 |       2.11741 |       2.12549 |       5.59122 |       1.66200 |       2.44597 |       6.43426 |       0.00322 |     192.03221 |       0.99019 |       0.01139 |       0.03355 |      -0.00003 |      -0.00202 |      -0.01581 |       0.11813 |       0.01248 |       0.02749 |       9.93086 |       0.99803 |     172.68860 |     176.47572 |    -135.21455 |     -10.83692 |     227.40588 |      15.21983 |       2.47837 |     181.07707 |       3.65497 |      51.41939 |      -0.65902 |     269.86984 |      53.27645 |       0.00000 |     269.81161 |      50.00000 |      -2.00000 |  -11039.29980 |     -98.25219 |  -46698.50000 |      -2.04322 |       0.75511 |       1.87845 |     261.76346 |       0.04308 |       0.44330 |       0.44330 | 
      1.35096 |       2.04851 |       2.05634 |       5.49141 |       1.55465 |       2.36639 |       6.31940 |       0.00311 |     187.72180 |       0.98251 |       0.01084 |       0.03209 |      -0.00003 |      -0.00202 |      -0.01581 |       0.12255 |       0.00749 |       0.06066 |      10.57781 |       1.09712 |     172.94650 |     176.73454 |    -133.33995 |     -18.58585 |     230.56895 |      14.92453 |       2.46501 |     180.79433 |       3.65497 |      51.41939 |      -0.65902 |     270.09637 |      53.47667 |       0.00000 |     270.03955 |      50.00000 |      -2.00000 |  -11039.49609 |     -98.18223 |  -46698.32812 |      -2.10841 |       0.72758 |       1.73378 |     262.64560 |       0.04323 |       0.44301 |       0.44301 | 
      1.25074 |       2.06992 |       2.07784 |       5.40718 |       1.43932 |       2.39113 |       6.22248 |       0.00314 |     183.80440 |       0.97862 |       0.01309 |       0.03115 |      -0.02364 |      -0.00202 |      -0.01581 |       0.12287 |       0.00331 |       0.09093 |      11.15795 |       1.19483 |     173.33148 |     177.12061 |    -133.18263 |     -24.85548 |     233.55905 |      14.52380 |       2.45225 |     180.59125 |       3.65497 |      51.41939 |      -0.65902 |     270.28857 |      53.68563 |       0.00000 |     270.22293 |      50.00000 |      -2.00000 |  -11039.67383 |     -98.12293 |  -46698.19141 |      -2.16628 |       0.69760 |       1.59951 |     263.41110 |       0.04335 |       0.44275 |       0.44275 | 
      1.35096 |       2.18010 |       2.18845 |       5.30956 |       1.55465 |       2.51842 |       6.11014 |       0.00331 |     178.69626 |       0.97498 |       0.01087 |       0.03033 |      -0.00162 |      -0.00202 |      -0.01581 |       0.12176 |      -0.00128 |       0.12825 |      11.86373 |       1.33575 |     174.01501 |     177.80588 |    -134.83345 |     -31.13951 |     237.58118 |      13.85176 |       2.43571 |     180.41182 |       3.65497 |      51.41939 |      -0.65903 |     270.51480 |      53.93629 |       0.00000 |     270.46173 |      50.00000 |      -2.00000 |  -11039.90137 |     -98.05323 |  -46698.03516 |      -2.23872 |       0.65394 |       1.42177 |     264.34406 |       0.04351 |       0.44244 |       0.44244 | 
      1.44424 |       2.34557 |       2.35456 |       5.23150 |       1.66200 |       2.70958 |       6.02031 |       0.00356 |     173.67839 |       0.97462 |       0.01109 |       0.02971 |      -0.00008 |      -0.00202 |      -0.01581 |       0.12421 |      -0.00403 |       0.16178 |      12.51265 |       1.49539 |     174.84384 |     178.63678 |    -137.59444 |     -35.25371 |     241.60226 |      13.09572 |       2.41996 |     180.32715 |       3.65497 |      51.41938 |      -0.65903 |     270.70953 |      54.11368 |       0.00000 |     270.66232 |      50.00000 |      -2.00000 |  -11040.11816 |     -97.99333 |  -46697.91016 |      -2.30589 |       0.60979 |       1.24667 |     265.18811 |       0.04364 |       0.44218 |       0.44218 | 
      1.53185 |       2.55974 |       2.56956 |       5.17077 |       1.76282 |       2.95699 |       5.95042 |       0.00389 |     168.33527 |       0.97548 |       0.01167 |       0.02916 |      -0.00003 |      -0.00202 |      -0.01581 |       0.12707 |      -0.00609 |       0.19420 |      13.16920 |       1.69331 |     175.86101 |     179.65651 |    -140.86929 |     -37.94214 |     245.91141 |      12.23510 |       2.40376 |     180.32811 |       3.65497 |      51.41938 |      -0.65903 |     270.89062 |      54.23306 |       0.00000 |     270.84637 |      50.00000 |      -2.00000 |  -11040.33984 |     -97.93772 |  -46697.80078 |      -2.37326 |       0.56373 |       1.06105 |     266.02103 |       0.04378 |       0.44193 |       0.44193 | 
      1.76884 |       2.81071 |       2.82149 |       5.13261 |       2.03554 |       3.24692 |       5.90650 |       0.00427 |     162.77296 |       0.97694 |       0.01243 |       0.02861 |      -0.00003 |      -0.00202 |      -0.01581 |       0.12948 |      -0.00784 |       0.22490 |      13.81919 |       1.93041 |     177.03876 |     180.83727 |    -144.11084 |     -39.50500 |     250.40984 |      11.29710 |       2.38744 |     180.42004 |       3.65497 |      51.41938 |      -0.65904 |     271.05475 |      54.32777 |       0.00000 |     271.01401 |      50.00000 |      -2.00000 |  -11040.56445 |     -97.88742 |  -46697.71094 |      -2.43940 |       0.51725 |       0.86816 |     266.83133 |       0.04391 |       0.44170 |       0.44170 | 
      2.04249 |       3.13750 |       3.14954 |       5.12101 |       2.35046 |       3.62443 |       5.89316 |       0.00477 |     156.84772 |       0.98052 |       0.01948 |       0.02747 |      -0.05766 |      -0.00202 |      -0.01581 |       0.12876 |      -0.00952 |       0.25452 |      14.47260 |       2.21625 |     178.40012 |     182.20224 |    -147.32846 |     -40.33226 |     255.13824 |      10.24860 |       2.37072 |     180.61073 |       3.65498 |      51.41938 |      -0.65904 |     271.20602 |      54.44792 |       0.00000 |     271.16937 |      50.00000 |      -2.00000 |  -11040.79688 |     -97.84119 |  -46697.64062 |      -2.50572 |       0.46872 |       0.66493 |     267.64471 |       0.04405 |       0.44150 |       0.44150 | 
      2.10535 |       3.43813 |       3.45133 |       5.14251 |       2.42280 |       3.97173 |       5.91789 |       0.00522 |     150.63690 |       0.98872 |       0.02627 |       0.02537 |      -0.11548 |      -0.00202 |      -0.01581 |       0.10636 |      -0.01444 |       0.28789 |      15.05507 |       2.54802 |     179.95378 |     183.76001 |    -148.65332 |     -43.34081 |     259.95670 |       9.30729 |       2.35109 |     180.90884 |       3.65498 |      51.41938 |      -0.65904 |     271.34518 |      54.61250 |       0.00000 |     271.31070 |      50.00000 |      -2.00000 |  -11041.03809 |     -97.79881 |  -46697.58594 |      -2.57070 |       0.42786 |       0.45529 |     268.46582 |       0.04418 |       0.44133 |       0.44133 | 
      2.28358 |       3.76321 |       3.77767 |       5.19536 |       2.62790 |       4.34727 |       5.97871 |       0.00572 |     144.36214 |       0.99296 |       0.02759 |       0.02397 |      -0.11952 |      -0.00202 |      -0.01581 |       0.07466 |      -0.02040 |       0.32304 |      15.46071 |       2.90967 |     181.68919 |     185.49969 |    -149.93669 |     -45.31199 |     264.82672 |       8.39431 |       2.32956 |     181.33932 |       3.65498 |      51.41938 |      -0.65905 |     271.47186 |      54.78180 |       0.00000 |     271.44092 |      50.00000 |      -2.00000 |  -11041.28320 |     -97.76038 |  -46697.55469 |      -2.63332 |       0.39018 |       0.23841 |     269.28741 |       0.04432 |       0.44120 |       0.44120 | 
      2.44887 |       4.10823 |       4.12402 |       5.28004 |       2.81811 |       4.74584 |       6.07616 |       0.00624 |     138.05782 |       0.99255 |       0.01932 |       0.02276 |      -0.03067 |      -0.00202 |      -0.01581 |       0.04914 |      -0.02419 |       0.35862 |      15.67970 |       3.30343 |     183.60945 |     187.42438 |    -151.22260 |     -46.64555 |     269.71768 |       7.45994 |       2.30682 |     181.92516 |       3.65498 |      51.41938 |      -0.65905 |     271.58710 |      54.89042 |       0.00000 |     271.55823 |      50.00000 |      -2.00000 |  -11041.53320 |     -97.72561 |  -46697.54297 |      -2.69326 |       0.35266 |       0.01327 |     270.11600 |       0.04446 |       0.44112 |       0.44112 | 
      2.65329 |       4.49033 |       4.50760 |       5.40286 |       3.05335 |       5.18725 |       6.21750 |       0.00682 |     131.40070 |       0.99671 |       0.01735 |       0.02134 |      -0.00059 |      -0.00202 |      -0.01581 |       0.05120 |      -0.02299 |       0.39592 |      15.82042 |       3.76882 |     185.81590 |     189.63571 |    -152.48755 |     -47.60836 |     274.84241 |       6.42836 |       2.28195 |     182.70451 |       3.65498 |      51.41938 |      -0.65905 |     271.69452 |      54.90377 |       0.00000 |     271.66824 |      50.00000 |      -2.00000 |  -11041.79785 |     -97.69341 |  -46697.55469 |      -2.75214 |       0.31119 |      -0.23315 |     270.99429 |       0.04460 |       0.44109 |       0.44109 | 
      2.88854 |       4.88563 |       4.90442 |       5.56297 |       3.32408 |       5.64391 |       6.40175 |       0.00742 |     124.70718 |       1.00000 |       0.01854 |       0.01971 |      -0.00005 |      -0.00202 |      -0.01581 |       0.06276 |      -0.02057 |       0.43330 |      15.97362 |       4.30968 |     188.23022 |     192.05537 |    -153.27240 |     -48.44146 |     279.77487 |       5.47147 |       2.25560 |     183.65715 |       3.65498 |      51.41938 |      -0.65906 |     271.78934 |      54.85916 |       0.00000 |     271.76587 |      50.00000 |      -2.00000 |  -11042.06738 |     -97.66523 |  -46697.58984 |      -2.80744 |       0.27288 |      -0.48366 |     271.89062 |       0.04475 |       0.44109 |       0.44109 | 
      3.06377 |       5.29946 |       5.31986 |       5.76117 |       3.52572 |       6.12199 |       6.62984 |       0.00805 |     117.91583 |       1.00135 |       0.01984 |       0.01781 |      -0.00003 |      -0.00202 |      -0.01581 |       0.07509 |      -0.01990 |       0.47178 |      16.15586 |       4.93513 |     190.89755 |     194.72867 |    -153.65977 |     -49.30317 |     284.54645 |       4.54868 |       2.22715 |     184.80347 |       3.65498 |      51.41938 |      -0.65906 |     271.87354 |      54.84532 |       0.00000 |     271.85297 |      50.00000 |      -2.00000 |  -11042.34473 |     -97.64049 |  -46697.64844 |      -2.85976 |       0.23505 |      -0.74206 |     272.82535 |       0.04490 |       0.44113 |       0.44113 | 
      3.26962 |       5.72403 |       5.74607 |       5.99142 |       3.76261 |       6.61246 |       6.89480 |       0.00870 |     111.15639 |       1.00143 |       0.02117 |       0.01561 |      -0.00003 |      -0.00202 |      -0.01581 |       0.08608 |      -0.02139 |       0.51138 |      16.35183 |       5.62642 |     193.77612 |     197.61368 |    -153.71989 |     -50.26653 |     289.04871 |       3.65907 |       2.19681 |     186.12482 |       3.65499 |      51.41938 |      -0.65907 |     271.94553 |      54.89963 |       0.00000 |     271.92810 |      50.00000 |      -2.00000 |  -11042.62402 |     -97.61965 |  -46697.73438 |      -2.90753 |       0.19671 |      -1.00391 |     273.78677 |       0.04506 |       0.44120 |       0.44120 | 
      3.42540 |       6.16049 |       6.18421 |       6.25133 |       3.94188 |       7.11666 |       7.19390 |       0.00936 |     104.38228 |       1.00074 |       0.02247 |       0.01311 |      -0.00003 |      -0.00202 |      -0.01581 |       0.09562 |      -0.02460 |       0.55281 |      16.54475 |       6.37866 |     196.88234 |     200.72678 |    -153.50450 |     -51.39025 |     293.29776 |       2.79200 |       2.16418 |     187.62234 |       3.65499 |      51.41938 |      -0.65907 |     272.00537 |      54.96059 |       0.00000 |     271.99097 |      50.00000 |      -2.00000 |  -11042.90625 |     -97.60271 |  -46697.84375 |      -2.95023 |       0.15665 |      -1.27043 |     274.78302 |       0.04522 |       0.44131 |       0.44131 | 
      3.57441 |       6.58645 |       6.61182 |       6.50357 |       4.11335 |       7.60875 |       7.48418 |       0.01001 |      97.65294 |       1.06331 |       0.02472 |      -0.05241 |      -0.00003 |      -0.59447 |      -0.01581 |       0.10220 |      -0.11855 |       0.59610 |      16.71635 |       7.07155 |     200.23065 |     204.08226 |    -152.54311 |     -52.37128 |     297.48807 |       2.41767 |       2.10045 |     189.22086 |       3.65499 |      51.41938 |      -0.65907 |     272.05484 |      54.94031 |       0.00000 |     272.04214 |      50.00000 |      -2.00000 |  -11043.19043 |     -97.58910 |  -46697.98047 |      -2.96538 |       0.14114 |      -1.54289 |     275.81866 |       0.04539 |       0.44147 |       0.44147 | 
      3.75235 |       7.00460 |       7.03159 |       6.65729 |       4.31812 |       8.09181 |       7.66107 |       0.01064 |      91.94974 |       1.09249 |       0.02778 |      -0.09721 |      -0.00003 |      -0.97266 |      -0.01581 |       0.08772 |      -0.60503 |       0.63965 |      16.83801 |       6.16715 |     203.83031 |     207.68921 |    -152.25858 |     -52.51732 |     301.98422 |       3.16917 |       1.94368 |     190.66359 |       3.65499 |      51.41939 |      -0.65908 |     272.11237 |      54.85954 |       0.00000 |     272.09589 |      50.00000 |      -2.00000 |  -11043.47266 |     -97.57325 |  -46698.14062 |      -2.90045 |       0.18934 |      -1.81130 |     276.88684 |       0.04557 |       0.44202 |       0.44202 | 
      3.85517 |       7.43998 |       7.46865 |       6.72510 |       4.43645 |       8.59477 |       7.73911 |       0.01130 |      87.86548 |       1.14959 |       0.03147 |      -0.10509 |      -0.00003 |      -0.99828 |      -0.01581 |       0.04688 |      -1.14935 |       0.68761 |      16.91876 |       2.34303 |     207.66516 |     211.53130 |    -154.71991 |     -55.04070 |     306.62775 |       4.40056 |       1.77364 |     191.87782 |       3.65499 |      51.41939 |      -0.65908 |     272.18918 |      54.83955 |       0.00000 |     272.16705 |      50.00000 |      -2.00000 |  -11043.74512 |     -97.55167 |  -46698.32812 |      -2.76832 |       0.26546 |      -2.05801 |     277.97220 |       0.04575 |       0.44286 |       0.44286 | 
      3.85517 |       7.73508 |       7.76490 |       6.67974 |       4.43645 |       8.93569 |       7.68691 |       0.01175 |      85.97655 |       1.21566 |       0.03405 |      -0.06860 |      -0.00003 |      -0.69932 |      -0.01581 |      -0.00863 |      -1.46073 |       0.74144 |      17.04674 |      -3.74538 |     211.72577 |     215.59944 |    -159.91267 |     -57.85374 |     311.62018 |       6.47803 |       1.63689 |     192.61450 |       3.65500 |      51.41939 |      -0.65909 |     272.29660 |      54.97735 |       0.00000 |     272.26538 |      50.00000 |      -2.00000 |  -11043.99805 |     -97.52087 |  -46698.53516 |      -2.55250 |       0.38770 |      -2.26782 |     279.04532 |       0.04592 |       0.44403 |       0.44403 | 
      3.82120 |       7.86767 |       7.89802 |       6.47282 |       4.39736 |       9.08888 |       7.44879 |       0.01195 |      87.01505 |       1.29887 |       0.03474 |      -0.04321 |      -0.00003 |      -0.56918 |      -0.01581 |      -0.06395 |      -1.50116 |       0.79780 |      17.35805 |     -10.67420 |     216.15564 |     220.03819 |    -165.49393 |     -59.92414 |     317.52594 |       9.92213 |       1.53783 |     192.54846 |       3.65500 |      51.41939 |      -0.65909 |     272.45462 |      55.25269 |       0.00000 |     272.40915 |      50.00000 |      -2.00000 |  -11044.22559 |     -97.47475 |  -46698.76172 |      -2.21491 |       0.57377 |      -2.41935 |     280.11163 |       0.04610 |       0.44582 |       0.44582 | 
      3.75235 |       7.87222 |       7.90261 |       6.15708 |       4.31812 |       9.09416 |       7.08544 |       0.01196 |      91.40293 |       1.29248 |       0.03262 |       0.02775 |      -0.00003 |      -0.03159 |      -0.01581 |      -0.10466 |      -1.25467 |       0.84575 |      17.96299 |     -16.89010 |     220.85165 |     224.74506 |    -169.94621 |     -61.18187 |     324.30038 |      13.88610 |       1.50121 |     191.74750 |       3.65500 |      51.41940 |      -0.65909 |     272.67148 |      55.55704 |       0.00000 |     272.61142 |      50.00000 |      -2.00000 |  -11044.41602 |     -97.41071 |  -46698.99609 |      -1.79432 |       0.76017 |      -2.49709 |     281.12491 |       0.04627 |       0.44820 |       0.44820 | 
      3.64662 |       7.77531 |       7.80535 |       5.76317 |       4.19646 |       8.98223 |       6.63214 |       0.01181 |      98.48917 |       1.29449 |       0.03002 |       0.03532 |      -0.00003 |      -0.00310 |      -0.01581 |      -0.11721 |      -0.85182 |       0.88026 |      18.89778 |     -20.95657 |     225.68684 |     229.59340 |    -170.12180 |     -61.49940 |     332.33908 |      18.30019 |       1.50076 |     190.29201 |       3.65500 |      51.41940 |      -0.65909 |     272.93985 |      55.82180 |       0.00000 |     272.86734 |      50.00000 |      -2.00000 |  -11044.56152 |     -97.33086 |  -46699.23047 |      -1.30678 |       0.93094 |      -2.49317 |     282.06696 |       0.04642 |       0.45068 |       0.45068 | 
      3.61070 |       7.62054 |       7.65002 |       5.34123 |       4.15511 |       8.80349 |       6.14657 |       0.01158 |     107.65243 |       1.24557 |       0.02767 |       0.03233 |      -0.00003 |      -0.00209 |      -0.01581 |      -0.10802 |      -0.52355 |       0.90075 |      20.13512 |     -22.91275 |     230.67723 |     234.59924 |    -166.64818 |     -60.91124 |     342.15103 |      22.58561 |       1.50144 |     188.48366 |       3.65500 |      51.41940 |      -0.65910 |     273.25604 |      56.07776 |       0.00000 |     273.17429 |      50.00000 |      -2.00000 |  -11044.65820 |     -97.23635 |  -46699.46094 |      -0.77762 |       1.05532 |      -2.41492 |     282.94940 |       0.04657 |       0.45326 |       0.45326 | 
      3.61070 |       7.44708 |       7.47594 |       4.91286 |       4.15511 |       8.60315 |       5.65362 |       0.01132 |     119.57771 |       1.16227 |       0.02629 |       0.02852 |      -0.00003 |      -0.00203 |      -0.01581 |      -0.08093 |      -0.27233 |       0.90297 |      21.87593 |     -23.22431 |     236.71094 |     240.65343 |    -160.97194 |     -59.06079 |     356.21301 |      26.22479 |       1.49966 |     186.53525 |       3.65500 |      51.41940 |      -0.65910 |     273.66968 |      56.47955 |       1.00000 |     273.58719 |      50.00000 |      -2.00000 |  -11044.70898 |     -97.11230 |  -46699.72656 |      -0.14975 |       1.11684 |      -2.26229 |     283.92563 |       0.04673 |       0.45594 |       0.45594 | 
      3.71744 |       7.35039 |       7.37891 |       4.65393 |       4.27795 |       8.49150 |       5.35565 |       0.01117 |     130.25677 |       1.08675 |       0.02608 |       0.02714 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.04803 |      -0.13530 |       0.88756 |      23.69350 |     -22.19384 |     242.54156 |     246.50464 |    -156.33411 |     -56.33137 |      11.58508 |      27.10211 |       1.49728 |     185.27370 |       3.65500 |      51.41940 |      -0.65910 |     274.07666 |      56.90063 |       1.00000 |     273.99716 |      50.00000 |      -2.00000 |  -11044.69238 |     -96.98997 |  -46699.96484 |       0.42801 |       1.09074 |      -2.08788 |     284.81192 |       0.04687 |       0.45799 |       0.45799 | 
      3.92222 |       7.35529 |       7.38387 |       4.59192 |       4.51362 |       8.49721 |       5.28429 |       0.01118 |     138.29858 |       1.02879 |       0.02650 |       0.02662 |      -0.00003 |      -0.00202 |      -0.01581 |      -0.01594 |      -0.06287 |       0.86445 |      25.46202 |     -20.45967 |     248.08774 |     252.07011 |    -153.43584 |     -53.25506 |      26.45785 |      25.11657 |       1.49622 |     184.72559 |       3.65500 |      51.41941 |      -0.65910 |     274.44772 |      57.29322 |       1.00000 |     274.37552 |      50.00000 |      -2.00000 |  -11044.61719 |     -96.87830 |  -46700.17969 |       0.95298 |       1.00270 |      -1.91490 |     285.63919 |       0.04701 |       0.45949 |       0.45949 | 
