"_Vind,_kias",|,"_Vind,_keas",|,"Vtrue,_ktas",|,"Vtrue,_ktgs",|,"_Vind,__mph",|,"Vtrue,mphas",|,"Vtrue,mphgs",|,"_elev,yoke1",|,"ailrn,yoke1",|,"ruddr,yoke1",|,"_vect,_rqst",|,"sweep,_rqst",|,"incid,_rqst",|,"dihed,_rqst",|,"retra,_rqst",|,"water,jetts",|,"____Q,rad/s",|,"____P,rad/s",|,"____R,rad/s",|,"pitch,__deg",|,"_roll,__deg",|,"hding,_true",|,"hding,__mag",|,"alpha,__deg",|,"_beta,__deg",|,"hpath,__deg",|,"vpath,__deg",|,"_slip,__deg",|,"__mag,_comp",|,"mavar,__deg",|,"__lat,__deg",|,"__lon,__deg",|,"__alt,ftmsl",|,"__alt,ftagl",|,"___on,runwy",|,"__alt,__ind",|,"__lat,south",|,"__lon,_west",|,"____X,____m",|,"____Y,____m",|,"____Z,____m",|,"___vX,__m/s",|,"___vY,__m/s",|,"___vZ,__m/s",|,"_dist,___ft",|,"_dist,___nm",|,"thro1,_part",|,"thro1,_part",
4.96353,|,14.22095,|,15.36293,|,13.47233,|,5.71192,|,17.67934,|,15.50368,|,0.02295,|,-0.00346,|,0.00527,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00982,|,-0.01814,|,-0.1768,|,-15.03426,|,-3.88216,|,340.18567,|,343.95181,|,30.75478,|,4.31709,|,319.53149,|,-55.58787,|,0.36057,|,347.24759,|,3.65527,|,51.42057,|,-0.65916,|,5194.81934,|,4982.01855,|,1,|,5057.29004,|,50,|,-2,|,-11051.28613,|,1401.85205,|,-46840.64844,|,-2.54216,|,-5.71784,|,-2.9798,|,35.24352,|,0.0058,|,0.17428,|,0.17428,|
5.85898,|,14.43764,|,15.5966,|,13.82333,|,6.74239,|,17.94824,|,15.9076,|,0.03509,|,0.00317,|,-0.01862,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00453,|,-0.0184,|,-0.18895,|,-15.1401,|,-3.71041,|,339.13837,|,342.90228,|,30.29797,|,4.36001,|,319.95108,|,-54.22927,|,0.36203,|,347.52814,|,3.65527,|,51.42057,|,-0.65916,|,5193.00732,|,4980.20508,|,1,|,5068.26025,|,50,|,-2,|,-11051.53809,|,1401.297,|,-46840.94922,|,-2.67471,|,-5.76987,|,-3.18207,|,37.46972,|,0.00617,|,0.16092,|,0.16092,|
6.75357,|,14.66951,|,15.84663,|,14.16377,|,7.77187,|,18.23597,|,16.29938,|,0.04383,|,0.00203,|,0.01285,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00054,|,-0.01825,|,-0.19581,|,-15.22096,|,-3.52199,|,338.0285,|,341.79004,|,29.64742,|,4.2447,|,320.29385,|,-52.80908,|,0.36138,|,347.72739,|,3.65527,|,51.42057,|,-0.65917,|,5191.17041,|,4978.36963,|,1,|,5078.06641,|,50,|,-2,|,-11051.80469,|,1400.73438,|,-46841.26562,|,-2.8138,|,-5.80459,|,-3.3885,|,39.76639,|,0.00654,|,0.14825,|,0.14825,|
7.59367,|,14.917,|,16.11354,|,14.50044,|,8.73864,|,18.54313,|,16.68681,|,0.05824,|,0.00453,|,0.01942,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00191,|,-0.01804,|,-0.19832,|,-15.28074,|,-3.32831,|,336.91647,|,340.67566,|,28.93764,|,4.00826,|,320.56015,|,-51.45892,|,0.35877,|,347.83832,|,3.65527,|,51.42058,|,-0.65917,|,5189.3667,|,4976.56738,|,1,|,5086.59521,|,50,|,-2,|,-11052.0791,|,1400.18164,|,-46841.59766,|,-2.95269,|,-5.83467,|,-3.58957,|,42.06465,|,0.00692,|,0.13667,|,0.13667,|
8.40439,|,15.17858,|,16.39565,|,14.83729,|,9.67159,|,18.86777,|,17.07445,|,0.06939,|,0.00453,|,0.03188,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00329,|,-0.01726,|,-0.19688,|,-15.3265,|,-3.13174,|,335.80872,|,339.56552,|,28.1763,|,3.68606,|,320.76407,|,-50.15171,|,0.35427,|,347.87335,|,3.65528,|,51.42058,|,-0.65917,|,5187.56689,|,4974.77197,|,1,|,5094.12646,|,50,|,-2,|,-11052.36426,|,1399.63,|,-46841.94531,|,-3.09355,|,-5.86016,|,-3.78822,|,44.40122,|,0.00731,|,0.12598,|,0.12598,|
9.48502,|,15.67485,|,16.93125,|,15.1792,|,10.91516,|,19.48413,|,17.46791,|,0.10823,|,0.00916,|,0.00847,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00283,|,-0.01664,|,-0.18641,|,-15.36396,|,-2.93409,|,334.71439,|,338.4689,|,26.65005,|,1.68319,|,320.89316,|,-48.86089,|,0.34512,|,347.84726,|,3.65528,|,51.42058,|,-0.65918,|,5185.73779,|,4972.94775,|,1,|,5100.90039,|,50,|,-2,|,-11052.66699,|,1399.06921,|,-46842.32031,|,-3.24049,|,-5.88096,|,-3.98645,|,46.82145,|,0.00771,|,0.116,|,0.116,|
10.51962,|,16.18237,|,17.47896,|,15.52997,|,12.10576,|,20.11442,|,17.87157,|,0.13144,|,0.01162,|,-0.02018,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00035,|,-0.01688,|,-0.15965,|,-15.40245,|,-2.76349,|,333.72208,|,337.47446,|,25.28133,|,-0.5066,|,320.90829,|,-47.6286,|,0.3251,|,347.78134,|,3.65528,|,51.42059,|,-0.65918,|,5183.88721,|,4971.104,|,1,|,5106.91553,|,50,|,-2,|,-11052.98633,|,1398.50183,|,-46842.71094,|,-3.39512,|,-5.90243,|,-4.17893,|,49.31868,|,0.00812,|,0.10682,|,0.10682,|
11.42684,|,16.64344,|,17.97647,|,15.88868,|,13.14977,|,20.68695,|,18.28437,|,0.14847,|,0.01393,|,-0.0647,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00283,|,-0.01637,|,-0.12573,|,-15.44569,|,-2.64136,|,332.92197,|,336.67264,|,24.23804,|,-2.20575,|,320.84695,|,-46.53664,|,0.29773,|,347.67712,|,3.65528,|,51.42059,|,-0.65919,|,5182.05957,|,4969.28271,|,1,|,5112.10938,|,50,|,-2,|,-11053.31543,|,1397.94104,|,-46843.11719,|,-3.55015,|,-5.9327,|,-4.3602,|,51.8319,|,0.00853,|,0.09869,|,0.09869,|
12.22013,|,17.06705,|,18.43349,|,16.24986,|,14.06268,|,21.21289,|,18.70001,|,0.16098,|,0.00491,|,0.00113,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00606,|,-0.01525,|,-0.09009,|,-15.4958,|,-2.56765,|,332.32895,|,336.07831,|,23.38797,|,-3.45425,|,320.7399,|,-45.5493,|,0.26675,|,347.54755,|,3.65529,|,51.42059,|,-0.65919,|,5180.25195,|,4967.48096,|,1,|,5116.58496,|,50,|,-2,|,-11053.6543,|,1397.38647,|,-46843.53125,|,-3.7048,|,-5.96757,|,-4.53281,|,54.36056,|,0.00895,|,0.09158,|,0.09158,|
12.95366,|,17.46605,|,18.86392,|,16.61488,|,14.90681,|,21.70821,|,19.12007,|,0.1704,|,0.0178,|,-0.14551,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00904,|,-0.01321,|,-0.0586,|,-15.5537,|,-2.53505,|,331.92535,|,335.6738,|,22.64711,|,-4.32796,|,320.61285,|,-44.63608,|,0.23274,|,347.40817,|,3.65529,|,51.4206,|,-0.6592,|,5178.44385,|,4965.67627,|,1,|,5120.48389,|,50,|,-2,|,-11054.00488,|,1396.83154,|,-46843.96094,|,-3.85951,|,-6.00544,|,-4.7008,|,56.93242,|,0.00937,|,0.08538,|,0.08538,|
13.77622,|,17.91816,|,19.35159,|,17.05371,|,15.8534,|,22.26941,|,19.62506,|,0.18103,|,0.01589,|,-0.14892,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01212,|,-0.01118,|,-0.025,|,-15.6319,|,-2.54259,|,331.66721,|,335.41498,|,21.84744,|,-4.94892,|,320.44421,|,-43.62493,|,0.19187,|,347.23886,|,3.65529,|,51.4206,|,-0.6592,|,5176.28613,|,4963.52051,|,1,|,5124.42041,|,50,|,-2,|,-11054.44043,|,1396.16931,|,-46844.48828,|,-4.04429,|,-6.05293,|,-4.89639,|,60.05448,|,0.00988,|,0.07913,|,0.07913,|
14.43353,|,18.2904,|,19.75305,|,17.43122,|,16.60981,|,22.7314,|,20.05949,|,0.18887,|,0.0079,|,-0.07695,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01424,|,-0.00967,|,-0.00202,|,-15.7057,|,-2.58017,|,331.60083,|,335.3483,|,21.209,|,-5.19242,|,320.29919,|,-42.81858,|,0.15799,|,347.10092,|,3.6553,|,51.42061,|,-0.65921,|,5174.43994,|,4961.67383,|,1,|,5127.2749,|,50,|,-2,|,-11054.8252,|,1395.60242,|,-46844.95312,|,-4.20167,|,-6.09495,|,-5.0608,|,62.77124,|,0.01033,|,0.07473,|,0.07473,|
15.09075,|,18.67065,|,20.16312,|,17.82827,|,17.36613,|,23.2033,|,20.5164,|,0.19636,|,0.01126,|,-0.13115,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01601,|,-0.00818,|,0.01441,|,-15.78843,|,-2.64144,|,331.64502,|,335.39243,|,20.57127,|,-5.23345,|,320.15674,|,-42.02529,|,0.12361,|,346.97226,|,3.6553,|,51.42061,|,-0.65922,|,5172.50439,|,4959.73584,|,1,|,5129.77295,|,50,|,-2,|,-11055.24219,|,1395.00806,|,-46845.45312,|,-4.36512,|,-6.14004,|,-5.23114,|,65.66291,|,0.01081,|,0.07104,|,0.07104,|
15.71339,|,19.04021,|,20.56161,|,18.22234,|,18.08265,|,23.66189,|,20.9699,|,0.20332,|,0.00851,|,-0.11407,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01732,|,-0.0072,|,0.02511,|,-15.8747,|,-2.71631,|,331.76605,|,335.51352,|,19.95946,|,-5.11508,|,320.02545,|,-41.28049,|,0.09215,|,346.86258,|,3.6553,|,51.42062,|,-0.65922,|,5170.58594,|,4957.81396,|,1,|,5131.80273,|,50,|,-2,|,-11055.66699,|,1394.41895,|,-46845.96094,|,-4.52588,|,-6.18471,|,-5.3986,|,68.57262,|,0.01129,|,0.06825,|,0.06825,|
16.31226,|,19.40206,|,20.95178,|,18.61377,|,18.77181,|,24.11087,|,21.42034,|,0.20934,|,0.00858,|,-0.12438,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01814,|,-0.00659,|,0.03013,|,-15.96324,|,-2.79779,|,331.92834,|,335.67596,|,19.3726,|,-4.89294,|,319.90787,|,-40.58129,|,0.06336,|,346.77313,|,3.65531,|,51.42062,|,-0.65923,|,5168.68262,|,4955.90967,|,1,|,5133.43555,|,50,|,-2,|,-11056.10059,|,1393.83423,|,-46846.47656,|,-4.68371,|,-6.22928,|,-5.56363,|,71.50183,|,0.01177,|,0.06632,|,0.06632,|
16.876,|,19.74826,|,21.32501,|,19.00265,|,19.42056,|,24.54039,|,21.86786,|,0.21429,|,0.00672,|,-0.11095,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01857,|,-0.00631,|,0.03082,|,-16.0528,|,-2.88048,|,332.10419,|,335.85202,|,18.80797,|,-4.40048,|,319.80377,|,-39.92523,|,0.03752,|,346.70227,|,3.65531,|,51.42063,|,-0.65923,|,5166.79443,|,4954.02393,|,1,|,5134.71875,|,50,|,-2,|,-11056.54297,|,1393.25415,|,-46847.00391,|,-4.83855,|,-6.27399,|,-5.72642,|,74.44804,|,0.01225,|,0.06518,|,0.06518,|
17.49152,|,20.12744,|,21.73384,|,19.39611,|,20.12888,|,25.01086,|,22.32065,|,0.22003,|,0.00546,|,-0.08519,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01861,|,-0.00581,|,0.02024,|,-16.14436,|,-2.95422,|,332.25436,|,336.00232,|,18.14108,|,-3.05741,|,319.73978,|,-39.32744,|,0.0197,|,346.62512,|,3.65531,|,51.42063,|,-0.65924,|,5164.89648,|,4952.13281,|,1,|,5135.70947,|,50,|,-2,|,-11056.99805,|,1392.67078,|,-46847.53906,|,-4.98817,|,-6.32371,|,-5.89014,|,77.45024,|,0.01275,|,0.06476,|,0.06476,|
18.07008,|,20.50625,|,22.14225,|,19.79582,|,20.79467,|,25.48084,|,22.78062,|,0.2247,|,0.00481,|,-0.05649,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01828,|,-0.00556,|,0.00174,|,-16.23957,|,-3.00278,|,332.32065,|,336.06857,|,17.56303,|,-2.00155,|,319.7121,|,-38.7798,|,0.01006,|,346.53687,|,3.65532,|,51.42064,|,-0.65925,|,5162.97461,|,4950.22412,|,1,|,5136.43506,|,50,|,-2,|,-11057.46875,|,1392.08008,|,-46848.09766,|,-5.13353,|,-6.37844,|,-6.05584,|,80.52714,|,0.01325,|,0.06508,|,0.06508,|
18.6196,|,20.88165,|,22.54693,|,20.19606,|,21.42706,|,25.94655,|,23.24121,|,0.22905,|,0.00498,|,-0.03591,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.0176,|,-0.00559,|,-0.01886,|,-16.33706,|,-3.01981,|,332.2764,|,336.02408,|,17.04679,|,-1.22036,|,319.70587,|,-38.26903,|,0.00569,|,346.44373,|,3.65532,|,51.42064,|,-0.65925,|,5161.04688,|,4948.31348,|,1,|,5136.89551,|,50,|,-2,|,-11057.95117,|,1391.48743,|,-46848.66406,|,-5.2753,|,-6.43494,|,-6.22171,|,83.64961,|,0.01377,|,0.06609,|,0.06609,|
19.24582,|,21.32441,|,23.02419,|,20.67124,|,22.1477,|,26.49577,|,23.78804,|,0.23409,|,0.00562,|,-0.01588,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.0164,|,-0.00578,|,-0.04128,|,-16.45353,|,-3.0005,|,332.08191,|,335.82892,|,16.48627,|,-0.59481,|,319.71176,|,-37.69453,|,0.00427,|,346.32703,|,3.65533,|,51.42065,|,-0.65926,|,5158.74756,|,4946.03857,|,1,|,5137.14941,|,50,|,-2,|,-11058.53711,|,1390.78052,|,-46849.35547,|,-5.4412,|,-6.5023,|,-6.41871,|,87.41945,|,0.01439,|,0.06812,|,0.06812,|
19.74663,|,21.69486,|,23.42349,|,21.07028,|,22.72402,|,26.95527,|,24.24724,|,0.2382,|,0.00602,|,0.00123,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.0151,|,-0.00587,|,-0.05639,|,-16.54939,|,-2.95566,|,331.81635,|,335.56259,|,16.04615,|,-0.27349,|,319.71988,|,-37.231,|,0.00447,|,346.22162,|,3.65533,|,51.42065,|,-0.65927,|,5156.80518,|,4944.11475,|,1,|,5137.14453,|,50,|,-2,|,-11059.04199,|,1390.18323,|,-46849.94922,|,-5.57979,|,-6.55821,|,-6.58409,|,90.64238,|,0.01492,|,0.07048,|,0.07048,|
20.25126,|,22.07283,|,23.83086,|,21.47806,|,23.30473,|,27.42406,|,24.71651,|,0.24241,|,0.00964,|,-0.01972,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01358,|,-0.00573,|,-0.06804,|,-16.64288,|,-2.88833,|,331.47153,|,335.21683,|,15.61913,|,-0.09364,|,319.72742,|,-36.77169,|,0.00474,|,346.10492,|,3.65533,|,51.42066,|,-0.65928,|,5154.80811,|,4942.13281,|,1,|,5136.95947,|,50,|,-2,|,-11059.56934,|,1389.56897,|,-46850.57031,|,-5.72136,|,-6.6144,|,-6.75294,|,93.99137,|,0.01547,|,0.07348,|,0.07348,|
20.75251,|,22.45469,|,24.24239,|,21.89036,|,23.88156,|,27.89764,|,25.19098,|,0.24668,|,0.00686,|,0.02621,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01187,|,-0.00527,|,-0.07526,|,-16.73051,|,-2.80283,|,331.07016,|,334.81439,|,15.20827,|,-0.02609,|,319.73087,|,-36.32071,|,0.00497,|,345.97379,|,3.65534,|,51.42067,|,-0.65929,|,5152.77637,|,4940.10986,|,1,|,5136.57715,|,50,|,-2,|,-11060.11328,|,1388.94409,|,-46851.21484,|,-5.86488,|,-6.67016,|,-6.92319,|,97.43529,|,0.01604,|,0.07706,|,0.07706,|
21.24475,|,22.83998,|,24.65758,|,22.30636,|,24.44802,|,28.37544,|,25.66971,|,0.25085,|,0.00967,|,0.01498,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.01001,|,-0.00465,|,-0.07891,|,-16.80995,|,-2.7038,|,330.63354,|,334.37662,|,14.81128,|,-0.04081,|,319.72958,|,-35.8759,|,0.00394,|,345.82971,|,3.65534,|,51.42067,|,-0.65929,|,5150.71143,|,4938.04688,|,1,|,5136.03857,|,50,|,-2,|,-11060.67676,|,1388.30884,|,-46851.87891,|,-6.01043,|,-6.72494,|,-7.09468,|,100.9737,|,0.01662,|,0.0812,|,0.0812,|
21.72135,|,23.22054,|,25.06764,|,22.71716,|,24.99648,|,28.84733,|,26.14245,|,0.25478,|,0.01077,|,0.01767,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00808,|,-0.0038,|,-0.07883,|,-16.87788,|,-2.59877,|,330.19281,|,333.93475,|,14.43506,|,-0.10638,|,319.72253,|,-35.44513,|,0.00179,|,345.67447,|,3.65535,|,51.42068,|,-0.6593,|,5148.65625,|,4935.98975,|,1,|,5135.33154,|,50,|,-2,|,-11061.24707,|,1387.67651,|,-46852.55469,|,-6.15512,|,-6.7774,|,-7.26366,|,104.53317,|,0.0172,|,0.08578,|,0.08578,|
22.19591,|,23.60192,|,25.47855,|,23.12864,|,25.5426,|,29.32019,|,26.61597,|,0.25877,|,0.01182,|,0.01871,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.0061,|,-0.00272,|,-0.07608,|,-16.93429,|,-2.49009,|,329.75888,|,333.49976,|,14.074,|,-0.20002,|,319.71063,|,-35.02216,|,-0.00154,|,345.50647,|,3.65535,|,51.42068,|,-0.65931,|,5146.58154,|,4933.91162,|,1,|,5134.49902,|,50,|,-2,|,-11061.83203,|,1387.03784,|,-46853.24219,|,-6.30091,|,-6.82841,|,-7.43258,|,108.16582,|,0.0178,|,0.09082,|,0.09082,|
22.74676,|,24.07157,|,25.98473,|,23.54045,|,26.1765,|,29.90269,|,27.08987,|,0.26208,|,0.01288,|,0.01556,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.0041,|,-0.00151,|,-0.07086,|,-16.97835,|,-2.381,|,329.34613,|,333.086,|,13.61071,|,-0.3988,|,319.69321,|,-34.61168,|,-0.00632,|,345.32724,|,3.65536,|,51.42069,|,-0.65932,|,5144.48975,|,4931.82031,|,1,|,5133.53662,|,50,|,-2,|,-11062.43066,|,1386.39404,|,-46853.94922,|,-6.44745,|,-6.87877,|,-7.60074,|,111.8665,|,0.01841,|,0.09628,|,0.09628,|
23.41809,|,24.64597,|,26.60392,|,23.9546,|,26.94905,|,30.61525,|,27.56646,|,0.26626,|,0.01368,|,0.01041,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00209,|,-0.00021,|,-0.06291,|,-17.00929,|,-2.27606,|,328.97159,|,332.71054,|,13.06037,|,-0.59811,|,319.66812,|,-34.24324,|,-0.01322,|,345.13437,|,3.65536,|,51.4207,|,-0.65933,|,5142.38672,|,4929.72314,|,1,|,5132.45654,|,50,|,-2,|,-11063.04199,|,1385.7467,|,-46854.66797,|,-6.59326,|,-6.93442,|,-7.76574,|,115.62414,|,0.01903,|,0.10212,|,0.10212,|
24.14607,|,25.28174,|,27.28917,|,24.43985,|,27.7868,|,31.40381,|,28.12487,|,0.27126,|,0.01434,|,0.00603,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00022,|,0.00137,|,-0.05245,|,-17.02888,|,-2.16178,|,328.59418,|,332.33224,|,12.5262,|,-0.75314,|,319.63422,|,-33.84746,|,-0.02285,|,344.89413,|,3.65537,|,51.4207,|,-0.65934,|,5139.9043,|,4927.25391,|,1,|,5131.0498,|,50,|,-2,|,-11063.77539,|,1384.98254,|,-46855.53125,|,-6.763,|,-7.00293,|,-7.95612,|,120.10345,|,0.01977,|,0.10942,|,0.10942,|
24.72943,|,25.79311,|,27.84025,|,24.84963,|,28.45812,|,32.03799,|,28.59644,|,0.27523,|,0.01476,|,0.00387,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00213,|,0.00262,|,-0.04396,|,-17.03185,|,-2.07256,|,328.32651,|,332.06396,|,12.13647,|,-0.83034,|,319.60498,|,-33.52233,|,-0.03152,|,344.68372,|,3.65537,|,51.42071,|,-0.65935,|,5137.77783,|,4925.13818,|,1,|,5129.76758,|,50,|,-2,|,-11064.41113,|,1384.32776,|,-46856.28125,|,-6.90659,|,-7.05998,|,-8.11665,|,123.97746,|,0.0204,|,0.11597,|,0.11597,|
25.28262,|,26.28345,|,28.36859,|,25.25808,|,29.09472,|,32.64599,|,29.06648,|,0.27919,|,0.01512,|,0.00241,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00403,|,0.00375,|,-0.03648,|,-17.02272,|,-1.98949,|,328.10187,|,331.83887,|,11.78869,|,-0.86881,|,319.57721,|,-33.19849,|,-0.04021,|,344.46927,|,3.65538,|,51.42072,|,-0.65936,|,5135.62354,|,4922.98877,|,1,|,5128.38184,|,50,|,-2,|,-11065.06543,|,1383.66431,|,-46857.04688,|,-7.0503,|,-7.11469,|,-8.2774,|,127.93641,|,0.02106,|,0.12285,|,0.12285,|
25.89259,|,26.82777,|,28.95497,|,25.72824,|,29.79666,|,33.32079,|,29.60753,|,0.28369,|,0.01542,|,0.00236,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00617,|,0.00485,|,-0.02942,|,-16.99755,|,-1.89969,|,327.88745,|,331.62411,|,11.42678,|,-0.87751,|,319.5484,|,-32.82105,|,-0.04991,|,344.21869,|,3.65539,|,51.42072,|,-0.65937,|,5133.0957,|,4920.45459,|,1,|,5126.63135,|,50,|,-2,|,-11065.84375,|,1382.88562,|,-46857.96094,|,-7.2166,|,-7.174,|,-8.46401,|,132.62625,|,0.02183,|,0.13114,|,0.13114,|
26.46647,|,27.34271,|,29.50961,|,26.18807,|,30.45707,|,33.95906,|,30.1367,|,0.28781,|,0.01567,|,0.00253,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00823,|,0.0057,|,-0.02417,|,-16.95809,|,-1.81623,|,327.71414,|,331.45053,|,11.10431,|,-0.86064,|,319.52451,|,-32.44485,|,-0.05885,|,343.97128,|,3.65539,|,51.42073,|,-0.65938,|,5130.57031,|,4917.91064,|,1,|,5124.82129,|,50,|,-2,|,-11066.63184,|,1382.10791,|,-46858.88672,|,-7.38013,|,-7.22773,|,-8.64851,|,137.35916,|,0.02261,|,0.13962,|,0.13962,|
26.93495,|,27.76239,|,29.96157,|,26.57261,|,30.99618,|,34.47916,|,30.57921,|,0.29123,|,0.01582,|,0.00361,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0099,|,0.00625,|,-0.02089,|,-16.91403,|,-1.74856,|,327.5899,|,331.32611,|,10.85154,|,-0.83455,|,319.50818,|,-32.12138,|,-0.06585,|,343.76407,|,3.6554,|,51.42074,|,-0.65939,|,5128.41602,|,4915.73486,|,1,|,5123.21533,|,50,|,-2,|,-11067.31445,|,1381.44421,|,-46859.68359,|,-7.51776,|,-7.26861,|,-8.80471,|,141.43706,|,0.02328,|,0.14696,|,0.14696,|
27.45983,|,28.24126,|,30.4772,|,27.02108,|,31.6002,|,35.07254,|,31.0953,|,0.29493,|,0.016,|,0.00517,|,0,|,0,|,0,|,0,|,0,|,0,|,0.01179,|,0.00673,|,-0.01816,|,-16.85008,|,-1.67102,|,327.46207,|,331.19821,|,10.57335,|,-0.7969,|,319.49344,|,-31.73456,|,-0.07343,|,343.52197,|,3.6554,|,51.42075,|,-0.6594,|,5125.85303,|,4913.14746,|,1,|,5121.23779,|,50,|,-2,|,-11068.13672,|,1380.65442,|,-46860.64844,|,-7.67918,|,-7.31163,|,-8.98908,|,146.33719,|,0.02408,|,0.15578,|,0.15578,|
27.90462,|,28.64482,|,30.91166,|,27.40619,|,32.11206,|,35.57251,|,31.53848,|,0.29775,|,0.01629,|,0.00423,|,0,|,0,|,0,|,0,|,0,|,0,|,0.01338,|,0.00704,|,-0.01654,|,-16.7845,|,-1.60494,|,327.36255,|,331.09866,|,10.3462,|,-0.76246,|,319.48447,|,-31.39396,|,-0.07947,|,343.31409,|,3.65541,|,51.42076,|,-0.65941,|,5123.6084,|,4910.88574,|,1,|,5119.47363,|,50,|,-2,|,-11068.86816,|,1379.96265,|,-46861.50391,|,-7.81856,|,-7.34443,|,-9.14933,|,150.67418,|,0.0248,|,0.16355,|,0.16355,|
28.15877,|,28.85169,|,31.13382,|,27.79656,|,32.40453,|,35.82816,|,31.98771,|,0.30391,|,0.01411,|,0.03455,|,0,|,0,|,0,|,0,|,0,|,0,|,0.01487,|,0.00725,|,-0.01549,|,-16.7078,|,-1.53765,|,327.26764,|,331.00378,|,10.31658,|,-0.63219,|,319.47946,|,-31.03338,|,-0.08487,|,343.10257,|,3.65542,|,51.42076,|,-0.65942,|,5121.28467,|,4908.54639,|,1,|,5117.58936,|,50,|,-2,|,-11069.63574,|,1379.24634,|,-46862.40234,|,-7.96104,|,-7.37207,|,-9.31441,|,155.2092,|,0.02554,|,0.17159,|,0.17159,|
28.019,|,28.71035,|,30.98021,|,28.16579,|,32.24369,|,35.65139,|,32.41261,|,0.30597,|,0.01794,|,0.01523,|,0,|,0,|,0,|,0,|,0,|,0,|,0.01605,|,0.00744,|,-0.02047,|,-16.62519,|,-1.46749,|,327.16412,|,330.90027,|,10.54844,|,-0.26379,|,319.4921,|,-30.59269,|,-0.08621,|,342.90762,|,3.65542,|,51.42077,|,-0.65943,|,5118.9873,|,4906.21289,|,1,|,5115.66455,|,50,|,-2,|,-11070.40625,|,1378.53821,|,-46863.30469,|,-8.10179,|,-7.37428,|,-9.48332,|,159.74496,|,0.02629,|,0.1795,|,0.1795,|
27.98705,|,28.67036,|,30.936,|,28.51614,|,32.20692,|,35.60052,|,32.81578,|,0.30623,|,0.01668,|,0.04919,|,0,|,0,|,0,|,0,|,0,|,0,|,0.01715,|,0.00756,|,-0.02889,|,-16.53928,|,-1.38731,|,327.02411,|,330.76019,|,10.62863,|,0.05387,|,319.51941,|,-30.11759,|,-0.08332,|,342.71637,|,3.65543,|,51.42078,|,-0.65945,|,5116.74951,|,4903.88867,|,1,|,5113.75732,|,50,|,-2,|,-11071.17188,|,1377.84814,|,-46864.20312,|,-8.23789,|,-7.36104,|,-9.65195,|,164.2261,|,0.02703,|,0.1871,|,0.1871,|
28.03722,|,28.70838,|,30.97594,|,28.87586,|,32.26466,|,35.64648,|,33.22975,|,0.30628,|,0.01832,|,0.05545,|,0,|,0,|,0,|,0,|,0,|,0,|,0.01815,|,0.0078,|,-0.03887,|,-16.44509,|,-1.28745,|,326.82318,|,330.55911,|,10.61277,|,0.29926,|,319.5585,|,-29.61824,|,-0.07787,|,342.5072,|,3.65544,|,51.42079,|,-0.65946,|,5114.42871,|,4901.4707,|,1,|,5111.77832,|,50,|,-2,|,-11071.98145,|,1377.13232,|,-46865.15234,|,-8.37696,|,-7.34163,|,-9.82847,|,168.94365,|,0.0278,|,0.19487,|,0.19487,|
